Mode,Category,Subcategory,Metric,Unit,Year,Month,Value,Notes,Source
Land,KRL Commuter Line,Bekasi/Cikarang Line,Average daily trips,trips/day,2022,,203.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Bekasi/Cikarang Line,Average daily trips,trips/day,2023,,267.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Bekasi/Cikarang Line,Average daily trips,trips/day,2024,,260.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Bogor Line,Average daily trips,trips/day,2022,,424.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Bogor Line,Average daily trips,trips/day,2023,,402.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Bogor Line,Average daily trips,trips/day,2024,,379.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Fleet additions,New units added,unit,2012,,90.0,Tabel 2.6 (JR 203),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Fleet additions,New units added,unit,2013,,180.0,Tabel 2.6 (JR 205),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Fleet additions,New units added,unit,2014,,176.0,Tabel 2.6 (JR 205),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Fleet additions,New units added,unit,2015,,120.0,Tabel 2.6 (JR 205),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Fleet additions,New units added,unit,2016,,60.0,Tabel 2.6 (JR 205),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Fleet additions,New units added,unit,2017,,60.0,Tabel 2.6 (Tokyo Metro 6000),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Fleet additions,New units added,unit,2018,,68.0,Tabel 2.6 (JR 205 + Tokyo Metro 6000),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Fleet additions,New units added,unit,2019,,168.0,Tabel 2.6 (JR 205),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Fleet additions,New units added,unit,2020,,120.0,Tabel 2.6 (JR 205),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Fleet additions,New units added,unit,2021,,0.0,Tabel 2.6 (-),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Fleet additions,New units added,unit,2022,,0.0,Tabel 2.6 (-),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Fleet additions,New units added,unit,2023,,0.0,Tabel 2.6 (-),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Fleet additions,New units added,unit,2024,,0.0,Tabel 2.6 (-),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2023,Agustus,24978901.0,Appendix 9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2023,April,21401906.0,Appendix 9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2023,Desember,26861198.0,Appendix 9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2023,Februari,20810770.0,Appendix 9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2023,Januari,22716957.0,Appendix 9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2023,Juli,25211050.0,Appendix 9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2023,Juni,23292386.0,Appendix 9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2023,Maret,23855703.0,Appendix 9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2023,Mei,23715677.0,Appendix 9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2023,November,26170698.0,Appendix 9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2023,Oktober,26973455.0,Appendix 9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2023,September,25081976.0,Appendix 9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2024,Agustus,28209145.0,Appendix 9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2024,April,25543059.0,Appendix 9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2024,Desember,28824881.0,Appendix 9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2024,Februari,24616724.0,Appendix 9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2024,Januari,26848194.0,Appendix 9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2024,Juli,29240516.0,Appendix 9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2024,Juni,26739475.0,Appendix 9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2024,Maret,26011988.0,Appendix 9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2024,Mei,27056711.0,Appendix 9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2024,November,27522242.0,Appendix 9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2024,Oktober,29933224.0,Appendix 9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Passengers,Monthly passengers,people,2024,September,27607764.0,Appendix 9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Serpong/Rangkasbitung Line,Average daily trips,trips/day,2022,,210.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Serpong/Rangkasbitung Line,Average daily trips,trips/day,2023,,211.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Serpong/Rangkasbitung Line,Average daily trips,trips/day,2024,,211.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Tangerang Line,Average daily trips,trips/day,2022,,106.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Tangerang Line,Average daily trips,trips/day,2023,,124.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Tangerang Line,Average daily trips,trips/day,2024,,124.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Tanjung Priok Line,Average daily trips,trips/day,2022,,62.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Tanjung Priok Line,Average daily trips,trips/day,2023,,86.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Tanjung Priok Line,Average daily trips,trips/day,2024,,86.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Total,Average daily trips,trips/day,2022,,1005.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Total,Average daily trips,trips/day,2023,,1090.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,KRL Commuter Line,Total,Average daily trips,trips/day,2024,,1060.0,Tabel 2.7 (2022–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2023,Agustus,89857.0,Tabel 2.9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2023,April,72638.0,Tabel 2.9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2023,Desember,98409.0,Tabel 2.9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2023,Februari,77089.0,Tabel 2.9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2023,Januari,81642.0,Tabel 2.9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2023,Juli,86586.0,Tabel 2.9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2023,Juni,84066.0,Tabel 2.9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2023,Maret,83489.0,Tabel 2.9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2023,Mei,81489.0,Tabel 2.9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2023,November,94690.0,Tabel 2.9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2023,Oktober,93398.0,Tabel 2.9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2023,September,92807.0,Tabel 2.9 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2024,Agustus,129080.0,Tabel 2.9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2024,April,84571.0,Tabel 2.9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2024,Desember,101209.0,Tabel 2.9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2024,Februari,89934.0,Tabel 2.9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2024,Januari,93631.0,Tabel 2.9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2024,Juli,132456.0,Tabel 2.9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2024,Juni,102707.0,Tabel 2.9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2024,Maret,92004.0,Tabel 2.9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2024,Mei,96550.0,Tabel 2.9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2024,November,92855.0,Tabel 2.9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2024,Oktober,101836.0,Tabel 2.9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,LRT Jakarta,Passengers,Monthly passengers,people,2024,September,96628.0,Tabel 2.9 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A,Issued,licenses,2019,,270.0,Appendix 5 (2019–2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A,Issued,licenses,2020,,306507.0,Appendix 5 (2019–2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A,Issued,licenses,2021,,334930.0,Appendix 5 (2019–2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A,Issued,licenses,2022,,353710.0,Appendix 5 (2019–2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A,Issued,licenses,2023,Agustus,28764.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A,Issued,licenses,2023,April,24510.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A,Issued,licenses,2023,Desember,23235.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A,Issued,licenses,2023,Februari,23025.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A,Issued,licenses,2023,Januari,27644.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A,Issued,licenses,2023,Juli,28287.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A,Issued,licenses,2023,Juni,28986.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A,Issued,licenses,2023,Maret,28282.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A,Issued,licenses,2023,Mei,31659.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A,Issued,licenses,2023,November,24184.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A,Issued,licenses,2023,Oktober,26737.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A,Issued,licenses,2023,September,24593.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A,Issued,licenses,2023,,319906.0,Appendix 5 (2019–2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A Umum,Issued,licenses,2019,,2726.0,Appendix 5 (2019–2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A Umum,Issued,licenses,2020,,1928.0,Appendix 5 (2019–2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A Umum,Issued,licenses,2021,,1915.0,Appendix 5 (2019–2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A Umum,Issued,licenses,2022,,1751.0,Appendix 5 (2019–2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A Umum,Issued,licenses,2023,Agustus,256.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A Umum,Issued,licenses,2023,April,142.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A Umum,Issued,licenses,2023,Desember,137.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A Umum,Issued,licenses,2023,Februari,167.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A Umum,Issued,licenses,2023,Januari,209.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A Umum,Issued,licenses,2023,Juli,184.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A Umum,Issued,licenses,2023,Juni,200.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A Umum,Issued,licenses,2023,Maret,162.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A Umum,Issued,licenses,2023,Mei,216.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A Umum,Issued,licenses,2023,November,163.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A Umum,Issued,licenses,2023,Oktober,195.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A Umum,Issued,licenses,2023,September,181.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM A Umum,Issued,licenses,2023,,2212.0,Appendix 5 (2019–2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM BI,Issued,licenses,2019,,23908.0,Appendix 5 (2019–2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM BI,Issued,licenses,2020,,25848.0,Appendix 5 (2019–2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM BI,Issued,licenses,2021,,25734.0,Appendix 5 (2019–2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM BI,Issued,licenses,2022,,24866.0,Appendix 5 (2019–2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM BI,Issued,licenses,2023,Agustus,2219.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM BI,Issued,licenses,2023,April,1478.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM BI,Issued,licenses,2023,Desember,1778.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM BI,Issued,licenses,2023,Februari,1717.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM BI,Issued,licenses,2023,Januari,2004.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM BI,Issued,licenses,2023,Juli,1666.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Licensing (SIM),SIM BI,Issued,licenses,2023,Juni,2064.0,Appendix 6 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
